Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD I
Pantetheine 4'-phosphate	JDMUPRLRUUMCTL-UHFFFAOYSA-N	16858	HMDB01416	C01134	987	
adenosine 3',5'-bismonophosphate(4-)	WHTCPDAXWFLDIH-KQYNXXCUSA-N	17985	HMDB00061	C00054	159296	
(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate	GACDQMDRPRGCTN-KQYNXXCUSA-N	17980	HMDB01134	C00053	10214	
Phosphatidylcholine						
erythro-5-hydroxy-L-lysinium(1+)	YSMODUONRAFBET-UHNVWZDZSA-N	18040	HMDB00450	C16741	3032849	
Procollagen L-lysine				C03020		
N-phosphocreatinate(2-)	DRBBFCLWYRJSJZ-UHFFFAOYSA-N	17287	HMDB01511	C02305	9548602	
propionyl-carnitine	UFAHZIUFPNSHSL-UHFFFAOYSA-N	28867	HMDB00824	C03017	107738	
Previtamin D3	YUGCAAVRZWBXEQ-CJJWQTMXSA-N		HMDB06500	C07711	11199982	LMST03020222
Pyridoxine 5'-phosphate	WHOMFKWHIQZTHY-UHFFFAOYSA-N	28803	HMDB01319	C00627	1055	
phosphatidylethanolamine		16038				
2-phenylethanaminium	BHHGXPLMPWCGHP-UHFFFAOYSA-N	18397	HMDB12275	C05332	1001	
pseudoecgonine	PHMBVCPLDPDESM-GHNGIAPOSA-N		HMDB06348	C12449	443845	
Pseudoecgonyl-CoA	LWFFRRDSDGEAQK-VISZMWHFSA-N		HMDB06403	C12450	443846	
pectins						
pectin-deoxycholic acid complex						
pectin-glycocholate complex						
pectin-taurocholic acid complex						
pentanoylcoa	RXUATCUKICAIOA-TVCSPYKZSA-N	15536	HMDB13037	C00888	439337	
Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N	44897	HMDB00263	C00074	1005	
Peptidyl-L-lysine				C02188		
peptide sans lysine						
Perillic acid	CDSMSBUVCWHORP-UHFFFAOYSA-N	36999	HMDB04586	C11924	1256	LMPR0102090041
perillyl alcohol	NDTYTMIUWGWIMO-UHFFFAOYSA-N	15420	HMDB03634	C02452	10819	LMPR0102090008
phosphatidylglycerol(1-)		60523				
phosphatidyl glycerol phosphate						
phenylacetyl-CoA(4-)	ZIGIFDRJFZYEEQ-CECATXLMSA-N	15537	HMDB06503	C00582	165620	
L-phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N	17295	HMDB00159	C00079	6140	
(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate	JFLIEFSWGNOPJJ-JTQLQIEISA-N	17884	HMDB06344	C04148	92258	
Protoheme	YHLKGEDAGPGZPN-RGGAHWMASA-L	17627	HMDB03178	C00032		
O-phosphonato-L-homoserine(2-)	FXDNYOANAXWZHG-VKHMYHEASA-N	15961	HMDB03484	C01102	151187	
keto-phenylpyruvate	BTNMPGBKDVTSJY-UHFFFAOYSA-N	30851	HMDB00205	C00166	997	
phylloquinone	MBWXNTAXLNYFJB-DNQXCXABSA-N	18067	HMDB03555	C02059	5280483	LMPR02030028
phytanate	RLCKHJSFHOZMDR-UHFFFAOYSA-N	16285	HMDB00801	C01607	26840	
2-hydroxyphytanoyl-CoA(4-)	WNVFJMYPVBOLKV-YLNUKALLSA-N	15475	HMDB01295	C07343	11966142	
phytanoyl-CoA(4-)	NRJQGHHZMSOUEN-ZJGVPSKGSA-N	15538	HMDB01359	C02060	439640	
hydrogenphosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-N	43474	HMDB00973	C00009	1004	
Palmitoyl-CoA (n-C16:0CoA)	MNBKLUUYKPBKDU-BBECNAHFSA-N	15525	HMDB01338	C00154	15667	
L-palmitoylcarnitine	XOMRRQXKHMYMOC-NRFANRHFSA-N	17490	HMDB00222	C02990	11953816	LMFA07070004
(R)-Pantothenate	GHOKWGTUZJEAQD-UHFFFAOYSA-N	7916	HMDB00210	C00864	988	
propionate	XBDQKXXYIPTUBI-UHFFFAOYSA-N	30768	HMDB00237	C00163	1032	LMFA01010003
Porphobilinogen	QSHWIQZFGQKFMA-UHFFFAOYSA-N	17381	HMDB00245	C00931	1021	
Propanoyl-CoA	QAQREVBBADEHPA-UXYNFSPESA-N	57392	HMDB01275	C00100	439164	
Diphosphate	XPPKVPWEQAFLFU-UHFFFAOYSA-N	29888	HMDB00250	C00013	1023	
5-Diphosphoinositol pentakisphosphate	UPHPWXPNZIOZJL-KXXVROSKSA-N	30164	HMDB06229	C11526		
Diphosphoinositol tetrakisphosphate	IMQLKJBTEOYOSI-UHFFFAOYSA-N	17401	HMDB03502	C01204	890	
Protoporphyrin	KSFOVUSSGSKXFI-UJJXFSCMSA-N	15430	HMDB00241	C02191		
Protoporphyrinogen IX	UHSGPDMIQQYNAX-UHFFFAOYSA-N	15435	HMDB01097	C01079	121893	
triphosphate(5-)	UNXRWKVEANCORM-UHFFFAOYSA-N	18036	HMDB03379	C00536	3440921	
5-Phospho-beta-D-ribosylamine	SKCBPEVYGOQGJN-TXICZTDVSA-N	37737	HMDB01128	C03090	439905	
glycophosphatidylinositol (GPI)-anchored protein precursor						
pregnenolone	ORNBQBCIOKFOEO-QGVNFLHTSA-N	16581	HMDB00253	C01953	8955	LMST02030088
pregnenolone sulfate	DIJBBUIOWGGQOP-QGVNFLHTSA-N	35420	HMDB00774	C18044	20845972	LMST05020014
progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N	17026	HMDB01830	C00410	5994	LMST02030159
pristanic acid	PAHGJZDQXIOYTH-UHFFFAOYSA-N	51340	HMDB00795		123929	LMPR0104010022
pristanal	IZJRIIWUSIGEAJ-UHFFFAOYSA-N	49189	HMDB01958		14671060	LMPR0104010012
pristanoyl coa	XYJPSQPVCBNZHT-TUKYSRJDSA-N	51341			25137904	
D-proline	ONIBWKKTOPOVIA-SCSAIBSYSA-N	16313	HMDB03411	C00763	8988	
L-proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N	17203	HMDB00162	C00148	145742	
L-Prolinylglycine	RNKSNIBMTUYWSH-UHFFFAOYSA-N	61695	HMDB11178		6426709	
15-dehydro-prostaglandin E1(1-)	VXPBDCBTMSKCKZ-ZHALLVOQSA-N	15548	HMDB01320	C04654	440424	LMFA03010146
prostaglandin D2(1-)	BHMBVRSPMRCCGG-MLHJIOFPSA-N	15555	HMDB01403	C00696	448457	LMFA03010004
prostaglandin E1(1-)	GMVPRGQOIOIIMI-DODZYUBVSA-N	15544	HMDB01442	C04741	5280723	LMFA03010134
prostaglandin E2(1-)	XEYBRNLFEZDVAW-DODZYUBVSA-N	15551	HMDB01220	C00584	5280360	LMFA03010003
prostaglandin F2alpha(1-)	PXGPLTODNUVGFL-BRIYLRKRSA-N	15553	HMDB01139	C00639	11081	LMFA03010002
prostaglandin H2(1-)	YIBNHAJFJUQSRA-BRIYLRKRSA-N	15554	HMDB01381	C00427	445049	LMFA03010010
prostaglandin I2(1-)	KAQKFAOMNZTLHT-IJCBKZNRSA-N	15552	HMDB01335	C01312	5282411	LMFA03010087
acryloyl-CoA(4-)	POODSGUMUCVRTR-IEXPHMLFSA-N	15513	HMDB02307	C00894	439340	
5-Phospho-alpha-D-ribose 1-diphosphate	PQGCEDQWHSBAJP-TXICZTDVSA-N	17111	HMDB00280	C00119	7339	
phosphatidylserine		18303				
O-Phospho-L-serine	BZQFBWGGLXLEPQ-REOHCLBHSA-N	15811	HMDB00272	C01005	68841	
psyllium						
psillium-glycocholic acid complex						
psyllium-taurocholic acid complex						
psyllium-taurodeoxycholic acid complex						
pentadecanoate	WQEPLUUGTLDZJY-UHFFFAOYSA-N	42504	HMDB00826	C16537	13849	LMFA01010015
pentadecanoyl Coenzyme A	VLBCUOVMSMAIJC-XYCQRFKUSA-N		HMDB06499			
pendtadenoyl carnitine	MDDWQHVKSHTZTD-FQEVSTJZSA-N					
Putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N	17148	HMDB01414	C00134	1045	
pantetheine	ZNXZGRMVNNHPCA-VIFPVBQESA-N	16753	HMDB03426	C00831	439322	
Pyridoxamine 5'-phosphate	ZMJGSOSNSPKHNH-UHFFFAOYSA-N	18335	HMDB01555	C00647	1053	
Pyridoxamine	NHZMQXZHNVQTQA-UHFFFAOYSA-N	16410	HMDB01431	C00534	1052	
Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N	17310	HMDB01545	C00250	1050	
Pyridoxal 5'-phosphate	NGVDGCNFYWLIFO-UHFFFAOYSA-N	18405	HMDB01491	C00018	1051	
Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N	16709	HMDB00239	C00314	1054	
perillyl aldehyde	RUMOYJJNUMEFDD-UHFFFAOYSA-N	15421	HMDB03647	C02576	16441	LMPR0102090010
pyruvate	LCTONWCANYUPML-UHFFFAOYSA-N	32816	HMDB00243	C00022	1060	LMFA01060077
ubiquinone-10	ACTIUHUUMQJHFO-UHFFFAOYSA-N	46245	HMDB01072	C11378	5281915	LMPR02010001
Ubiquinol-10	QNTNKSLOFHEFPK-UHFFFAOYSA-N	64183	HMDB13111	C00390	9962735	
quinolinate(2-)	GJAWHXHKYYXBSV-UHFFFAOYSA-N	16675	HMDB00232	C03722	1066	
alpha-D-Ribose 1-phosphate	YXJDFQJKERBOBM-TXICZTDVSA-N	16300	HMDB01489	C00620	439236	
alpha-D-Ribose 5-phosphate	KTVPXOYAKDPRHY-AIHAYLRMSA-N	18189	HMDB00618	C03736	440101	
D-ribulose	ZAQJHHRNXZUBTE-NQXXGFSBSA-N	17173	HMDB00621	C00309	151261	
D-ribitol	HEBKCHPVOIAQTA-ZXFHETKHSA-N	15963	HMDB00508	C00474	827	
fatty acid retinol						
retinal	NCYCYZXNIZJOKI-UHFFFAOYSA-N	15035	HMDB01358	C00376	638015	LMPR01090002
11-cis-retinal	NCYCYZXNIZJOKI-UHFFFAOYSA-N	16066	HMDB02152	C02110	5280490	LMPR01090003
13-cis-retinal	NCYCYZXNIZJOKI-UHFFFAOYSA-N	45487	HMDB06220	C00376	6436079	LMPR01090018
all-trans-retinal	NCYCYZXNIZJOKI-UHFFFAOYSA-N	17898	HMDB01358	C00376	638015	LMPR01090002
retinol	FPIPGXGPPPQFEQ-UHFFFAOYSA-N	50211	HMDB00305	C00473	445354	LMPR01090001
9-cis-retinol	FPIPGXGPPPQFEQ-UHFFFAOYSA-N	17336	HMDB06217	C16682	9947823	LMPR01090009
11-cis-retinol	FPIPGXGPPPQFEQ-UHFFFAOYSA-N	16302	HMDB06216	C00899	5280382	LMPR01090005
13-cis-retinol	FPIPGXGPPPQFEQ-UHFFFAOYSA-N	45479	HMDB06221	C19962	9904001	LMPR01090011
all-trans-retinoate	SHGAZHPCJJPHSC-UHFFFAOYSA-N	15367	HMDB01852	C00777	444795	LMPR01090019
retinoyl CoA	GREHPZMOJNYZIO-QPXXXDCKSA-N		HMDB06508		14232703	
retinoyl glucuronide	MTGFYEHKPMOVNE-LYVDORBWSA-N	28870	HMDB03141	C11061	5281877	LMPR01090051
D-ribose	HMFHBZSHGGEWLO-SOOFDHNKSA-N	47013	HMDB00283	C00121	5779	
Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N	17015	HMDB00244	C00255	493570	
N-Ribosylnicotinamide	JLEBZPBDRKPWTD-TURQNECASA-O	15927	HMDB00855	C03150	439924	
D-ribulose 5-phosphate(2-)	FNZLKVNUWIIPSJ-UHNVWZDZSA-N	17363	HMDB00618	C00199	439184	
PA6						
de-Fuc form of PA6 (w/o peptide linkage)						
de-Fuc form of PA6						
de-Fuc, reducing GlcNAc removed form of PA6 (w/o peptide linkage)						
Sedoheptulose 7-phosphate	CBIDVWSRUUODHL-QTSLKERKSA-N	15721	HMDB01068	C05382	22833559	
sialyl-T antigen		16565				
sialyl-Tn antigen						
L-saccharopinate(1-)	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	16927	HMDB00279	C00449	160556	
Sarcosine	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	15611	HMDB00271	C00213	1088	
suberylcoa						
D-glucitol	FBPFZTCFMRRESA-JGWLITMVSA-N	17924	HMDB00247	C00794	5780	
Se-Adenosylselenohomocysteine	UVSMMLABJBJNGH-WWJIDFMMSA-N		HMDB11117	C05692	16682731	
Se-Adenosylselenomethionine	GGJFWMOVUFBSIN-YDBXVIPQSA-O	9066	HMDB11118	C05691	24892761	
sebacicacid	CXMXRPHRNRROMY-UHFFFAOYSA-N	41865	HMDB00792	C08277	5192	LMFA01170006
sebacoylcoa						
selenate	QYHFIVBSNOWOCQ-UHFFFAOYSA-N	18170		C05697	1089	
selenocysteine	ZKZBPNGNEQAJSX-UHFFFAOYSA-N	9093	HMDB03288	C05688	25076	
Selenocystathionine	ZNWYDQPOUQRDLY-UHFFFAOYSA-N	26630	HMDB06343	C05699	98223	
Selenohomocysteine	XDSSPSLGNGIIHP-UHFFFAOYSA-N	9068	HMDB04119	C05698	440763	
selenomethionine	RJFAYQIBOAGBLC-UHFFFAOYSA-N	27585	HMDB03966	C05335	15103	
Selenide	SPVXKVOXSXTJOY-UHFFFAOYSA-N	16503	HMDB11110	C01528	533	
Selenophosphate	JRPHGDYSKGJTKZ-UHFFFAOYSA-N	29269	HMDB03840	C05172	1092	
D-serine	MTCFGRXMJLQNBG-UWTATZPHSA-N	16523	HMDB03406	C00740	71077	LMFA01100045
L-serine	MTCFGRXMJLQNBG-REOHCLBHSA-N	17115	HMDB00187	C00065	5951	LMFA01100045
sulfatide galactocerebroside						
(S)-3-sulfonatolactate(2-)	CQQGIWJSICOUON-UWTATZPHSA-N	16712		C11499	443233	
S-Sulfo-L-cysteine	NOKPBJYHPHHWAN-REOHCLBHSA-N	27891	HMDB00731	C05824	115015	
Sulfite	LSNNMFCWUKXFEE-UHFFFAOYSA-N	48854	HMDB00240	C00094	1100	
sulfate	QAOWNCQODCNURD-UHFFFAOYSA-N	16189	HMDB01448	C00059	1118	
sphingosylphosphorylcholine	JLVSPVFPBBFMBE-PKTZIBPZSA-N	52897	HMDB06482	C03640	5311445	LMSP01060001
(2S,3R)-2-azaniumyl-3-hydroxyoctadecyl phosphate	YHEDRJPUIRMZMP-ZWKOTPCHSA-N	16893	HMDB01383	C01120	644260	LMSP01050002
sphinganine(1+)	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	16566	HMDB00269	C00836	91486	LMSP01020001
sphingosine(1+)	WWUZIQQURGPMPG-ZWKOTPCHSA-N	46964	HMDB00252	C00319	31270	LMSP01010001
sphingomyelin betaine		58216				
sphingosine 1-phosphate(1-)	DUYSYHSSBDVJSM-ZWKOTPCHSA-N	37550	HMDB00277	C06124	5353956	LMSP01050001
Spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N	16610	HMDB01257	C00315	1102	
spermine(4+)	PFNFFQXMRSDOHW-UHFFFAOYSA-N	15746	HMDB01256	C00750	1103	
squalene	YYGNTYWPHWGJRM-UHFFFAOYSA-N	15440	HMDB00256	C00751	11975273	LMPR0106010002
L-Sorbose	BJHIKXHVCXFQLS-OTWZMJIISA-N	10295	HMDB01266	C08356	441484	
serotonin(1+)	QZAYGJVTTNCVMB-UHFFFAOYSA-N	28790	HMDB00259	C00780	5202	
Stearoyl-CoA (n-C18:0CoA)	SIARJEKBADXQJG-LFZQUHGESA-N	15541	HMDB01114	C00412	439229	
stearoylcarnitine	FNPHNLNTJNMAEE-UHFFFAOYSA-N		HMDB00848		6426855	LMFA07070008
starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})						
starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})						
stearidonic acid C18:4, n-3	JIWBIWFOSCKQMA-UHFFFAOYSA-N	32389	HMDB06547	C16300	163841	LMFA01030357
stearidonyl coenzyme A	DDHCSALWDPRVCN-ZAJAMUBWSA-N		HMDB06519	C16163	23724640	LMFA07050046
stearidonyl carnitine	UQCYGYDOQKYSDD-UHFFFAOYSA-N		HMDB06463		53477835	
suberic acid	TYFQFVWCELRYAO-UHFFFAOYSA-N	9300	HMDB00893	C08278	10457	LMFA01170001
Succinate	KDYFGRWQOYBRFD-UHFFFAOYSA-N	15741	HMDB00254	C00042	1110	LMFA01170043
Succinyl-CoA	VNOYUJKHFWYWIR-FZEDXVDRSA-N	57292	HMDB01022	C00091	439161	
Sucrose	CZMRCDWAGMRECN-UGDNZRGBSA-N	17992	HMDB00258	C00089	5988	
Succinic semialdehyde	UIUJIQZEACWQSV-UHFFFAOYSA-N	16265	HMDB01259	C00232	1112	LMFA06000118
trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	MPYXOYHSKAAPLW-LYEKXVOZSA-N		HMDB06530	C11945	53477851	
D-Tagatose 1-phosphate	ZKLLSNQJRLJIGT-PQLUHFTBSA-N		HMDB06328		6101730	
triglyceride		17855				
D-tagatose	BJHIKXHVCXFQLS-PQLUHFTBSA-N	47693	HMDB03418	C00795	92092	
Taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N	15891	HMDB00251	C00245	1123	
paclitaxel	RCINICONZNJXQF-MZXODVADSA-N	45863		C07394	36314	LMPR0104390001
taurocholate	WBWWGRHZICKQGZ-HZAMXZRMSA-N	28865	HMDB00036		440567	LMST05040001
thiocyanate	ZMZDMBWJUHKJPS-UHFFFAOYSA-N	29200	HMDB01453	C01755	781	
taurochenodeoxycholate	BHTRKEVKTKCXOH-BJLOMENOSA-N	16525	HMDB00951	C05465	387316	LMST05040005
Tetradecanoyl-CoA (n-C14:0CoA)	DUAFKXOFBZQTQE-XVDJLSDJSA-N	57385	HMDB01521	C02593	25244582	
myristoyl carnitine	PSHXNVGSVNEJBD-LJQANCHMSA-N		HMDB05066		53477791	
trans2,6dodecadienoylcoa						
trans3,6dodecadienoylcoa	KEPSPLQXVPROMK-GXFXHJQUSA-N	28002	HMDB03952	C05280	5280771	
cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)						
trans4decenoylcoa						
Taurodeoxycholic acid	AWDRATDZQPNJFN-VAYUFCLWSA-N	9410	HMDB00896	C05463	2733768	LMST05040013
7-tetradecenoylcoa						
5-tetradecenoylcoa						
tetradecadienoylcoa						
tetradecadienoyl carnitine						
5,8-tetradecadienoylcoa	MJBZUCVXTFUVFY-MURFETPASA-N		HMDB02288		21252281	
tetradecenoylcoa						
tetradecenoyl carnitine	NNCBVXBBLABOCB-SEYXRHQNSA-N		HMDB02014		22833575	
tetracosahexaenoic acid, n-3	RFKXDFPDYHBCRC-UHFFFAOYSA-N		HMDB02007		11792612	LMFA01030822
tetracosahexaenoyl coenzyme A	KRIFZIRXAAITHR-JTMXAWMTSA-N		HMDB06243	C16168	53477806	
tetracosapentaenoic acid, n-3	NPTIBOCVSPURCS-UHFFFAOYSA-N		HMDB06323		52921801	LMFA01030821
tetracosapentaenoyl coenzyme A, n-3	BNAMTMVBOVNNSH-UYJVTQAVSA-N			C16167	23724644	
tetracosapentaenoyl carnitine						
tetracosapentaenoic acid, n-6	VENRYLMOFDSSDJ-UHFFFAOYSA-N		HMDB06322		14505435	LMFA01030820
tetracosapentaenoyl coenzyme A, n-6	XZYNVQDKYRHKFG-UYJVTQAVSA-N			C16172	23724649	
tetracosapentaenoyl carnitine						
tetracosatetraenoic acid n-6	RZHACVKGHNMWOP-UHFFFAOYSA-N		HMDB06246		152972	LMFA01030805
tetracosatetraenoyl coenzyme A	OKOXEYTYHDPTEW-LDCGWTBWSA-N		HMDB06516	C16171	53477846	
Tetracosatetraenoyl carnitine	OVCKQONNZPULLZ-LJAQVGFWSA-N					
5,6,7,8-tetrahydrobiopterin	FNKQXYHWGSIFBK-UHFFFAOYSA-N	15372	HMDB00027	C00272	1125	
4a-hydroxytetrahydrobiopterin	KJKIEFUPAPPGBC-UHFFFAOYSA-N	15374	HMDB02281	C15522	129803	
3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	SZBMUAIJWNJARR-LUAYSRQUSA-N	27403	HMDB12456	C05448	46224536	
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al	USFJGINJGUIFSY-XZULNKEGSA-N	16466	HMDB03533	C01301	439479	LMST04030164
3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate	CNWPIIOQKZNXBB-VCVMUKOKSA-N	48043	HMDB03873	C04722	23657849	LMST04030001
trihexosyl ceramide						
3-disulfanyl-L-alanine	XBKONSCREBSMCS-REOHCLBHSA-N	28839	HMDB03585	C01962	165331	
trans7,10-hexadecadienoylcoa						
5,6,7,8-Tetrahydrofolate	MSTNYGQPCMXVAQ-RYUDHWBXSA-N	20506	HMDB01846	C00101	91443	
Thiamin	JZRWCGZRTZMZEH-UHFFFAOYSA-N	18385	HMDB00235	C00378	1130	
Thiamin monophosphate	HZSAJDVWZRBGIF-UHFFFAOYSA-M	37574	HMDB02666	C01081	3382778	
Thiamine diphosphate	AYEKOFBPNLCAJY-UHFFFAOYSA-N	9532	HMDB01372	C00068	1132	
thiamine(1+) triphosphate(4-)	IWLROWZYZPNOFC-UHFFFAOYSA-K	9534	HMDB01512	C03028	511	
1-piperideine-6-carboxylate	CSDPVAKVEWETFG-UHFFFAOYSA-N	49015	HMDB12130		45266761	
L-threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N	16857	HMDB00167	C00188	6288	
L-threonate	JPIJQSOTBSSVTP-STHAYSLISA-N	15908		C01620	5460407	
Thymine	RWQNBRDOKXIBIV-UHFFFAOYSA-N	17821	HMDB00262	C00178	1135	
Thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N	17748	HMDB00273	C00214	5789	
L-thyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N	18332	HMDB00248	C01829	5819	
N6,N6,N6-Trimethyl-L-lysine	MXNRLFUSFKVQSK-QMMMGPOBSA-O	17311	HMDB01325	C03793	440120	
timnodonic acid C20:5, n-3	JAZBEHYOTPTENJ-UHFFFAOYSA-N	28364	HMDB01999	C06428	3209	LMFA01030759
timnodonyl coenzyme A	JWZLRYCDDXHXDL-RHJOWLLNSA-N		HMDB06514		52922050	LMFA07050063
Timnodonyl carnitine						
4,8,12-trimethyl tridecanoylcoa						
2,6,10-trimethyl undecanoylcoa						
tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N	27999		C07148	5505	
Oxidized thioredoxin		18191		C00343		
Reduced thioredoxin		15967		C00342		
Trehalose	HDTRYLNUVZCQOY-LIZSDCNHSA-N	16551	HMDB00975	C01083	7427	
tridecanoylcoa	TZKUYUHMJHEXOQ-XILBVEEWSA-N		HMDB13109		53481606	
3,3',5-triiodo-L-thyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N	18258	HMDB00265	C02465	5920	
Triiodothyronine sulfate	XBQYQXVJBNDCGY-LBPRGKRZSA-N	35432	HMDB03036		122196	
L-tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N	16828	HMDB00929	C00078	6305	
tryptaminium	APJYDQYYACXCRM-UHFFFAOYSA-N	16765	HMDB00303	C00398	1150	
Tachysterol 3	YUGCAAVRZWBXEQ-RWDMXNMGSA-N		HMDB06560	C07711	5281058	LMST03020222
testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	17347	HMDB00234	C00535	6013	LMST02020002
testosterone 3-glucosiduronic acid	NIKZPECGCSUSBV-HMAFJQTKSA-N	28835	HMDB03193	C11134	108192	LMST05010012
testosterone sulfate	WAQBISPOEAOCOG-DYKIIFRCSA-N		HMDB02833		119207	LMST05020032
thiosulfate(2-)	DHCDFWKWKRSZHF-UHFFFAOYSA-N	16094	HMDB00257	C05529	1084	
trans,trans,cis-Geranylgeranyl diphosphate	OINNEUNVOZHBOX-UHFFFAOYSA-N	10698		C11356	5281909	LMPR0104010003
tetracosanoyl-CoA  (n-C24:0CoA)	MOYMQYZWIUKGGY-JBKAVQFISA-N	52974	HMDB06526	C16529	3082227	
tetradecanoate (n-C14:0)	TUNFSRHWOTWDNC-UHFFFAOYSA-N	28875	HMDB00806	C06424	11005	LMFA01010014
tetradecenoate (n-C14:1)	YWWVWXASSLXJHU-UHFFFAOYSA-N	27781	HMDB02000	C08322	68344	LMFA01030051
tetradecanoyl carnitine	PSHXNVGSVNEJBD-LJQANCHMSA-N		HMDB05066		53477791	
trans5,8tetradecadienoylcoa	MJBZUCVXTFUVFY-MURFETPASA-N		HMDB02288		21252281	
thromboxane A2(1-)	DSNBHJFQCNUKMA-ILRSOXBSSA-N	15627	HMDB01452	C02198	5280497	LMFA03030001
tyraminium	DZGWFCGJZKJUFP-UHFFFAOYSA-N	15760	HMDB00306	C00483	5610	
Tyramine O-sulfate	DYDUXGMDSXJQFT-UHFFFAOYSA-N		HMDB06409		153005	
L-tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N	17895	HMDB00158	C00082	6057	
UDP-N-acetyl-alpha-D-glucosamine(2-)	LFTYTUAZOPRMMI-CFRASDGPSA-N	16264	HMDB00290	C00043	445675	
UDP	XCCTYIAWTASOJW-XVFCMESISA-N	17659	HMDB00295	C00015	6031	
UDP-N-acetyl-D-galactosamine(2-)	LFTYTUAZOPRMMI-LDDHHVEYSA-N	16650	HMDB00304	C00203	6419712	
UDPglucose	HSCJRCZFDFQWRP-RDKQLNKOSA-N	52249	HMDB00286	C00029	53477679	
UDP-D-galactose(2-)	HSCJRCZFDFQWRP-LNYDKVEPSA-N	67119	HMDB00302	C00052	6857410	
UDP-D-glucuronate	HDYANYHVCAPMJV-LXQIFKJMSA-N	17200	HMDB00935	C00167	17473	
UDP-alpha-D-xylose(2-)	DQQDLYVHOTZLOR-OCIMBMBZSA-N	16082	HMDB01018	C00190	439179	
UMP	DJJCXFVJDGTHFX-XVFCMESISA-N	16695	HMDB00288	C00105	6030	
undecanoylcoa	IZWCGXGZGYKDHR-WMMBNDHFSA-N		HMDB13114		53481608	
Uroporphyrinogen III	HUHWZXWWOFSFKF-UHFFFAOYSA-N	15437	HMDB01086	C01051	1179	
uracil	ISAKRJDGNUQOIC-UHFFFAOYSA-N	17568	HMDB00300	C00106	1174	
Urate	LEHOTFFKMJEONL-UHFFFAOYSA-N	17775	HMDB00289	C00366	1175	
Urocanate	LOIYMIARKYCTBW-OWOJBTEDSA-N	27248	HMDB00301	C00785	736715	
Urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N	16199	HMDB00294	C00086	1176	
Uridine	DRTQHJPVMGBUCF-XVFCMESISA-N	16704	HMDB00296	C00299	6029	
UTP	PGAVKCOVUIYSFO-XVFCMESISA-N	15713	HMDB00285	C00075	6133	
trans-vaccenate	UWHZIFQPPBDJPM-UHFFFAOYSA-N	28727		C08367	5281127	LMFA01030077
vaccenyl coenzyme A	HEJOXXLSCAQQGQ-ZAJAMUBWSA-N		HMDB06521		53477847	
Vaccenyl carnitine	HITOYGLMAFIRNI-QHCPKHFHSA-N		HMDB06351		53477830	
L-valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N	16414	HMDB00883	C00183	6287	LMFA01100046
vitamin D2	MECHNRXZTMCUDQ-FWTXJDITSA-N	28934	HMDB00900	C05441	5280793	LMST03010001
calciol	QYSXJUFSXHHAJI-RWDMXNMGSA-N	28940	HMDB00876	C05443	10883523	LMST03020001
w-hydroxyl arachidonic acid	OFOHMBHZMFNVJA-UHFFFAOYSA-N	34306	HMDB02344	C14748	5283157	LMFA03060009
omega hydroxy dodecanoate (n-C12:0)	ZDHCZVWCTKTBRY-UHFFFAOYSA-N	39567	HMDB02059	C08317	79034	LMFA01050039
omega hydroxy hexadecanoate (n-C16:0)	UGAGPNKCDRTDHP-UHFFFAOYSA-N	55329	HMDB06294	C18218	7058075	LMFA01050051
